model_name,battery_kWh,motor_power_kW,range_km,energy_per_km,efficiency_km_per_kWh,power_ratio,driving_style,style_multiplier,initial_soc,trip_distance_km,energy_consumed_kWh,final_soc
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Aggressive,1.25,61.78382813,25.02169122,3.777429229,55.97239854
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,City,1,98.5846447,38.79709424,3.203723719,86.2626304
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Highway,1.1,24.31546395,10.18775512,1.164920024,21.54184484
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,City,1,62.32399134,23.67855752,2.178340158,57.48323543
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,Aggressive,1.25,65.12658304,8.692588498,0.991399236,61.73138017
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Eco,0.85,35.39084924,6.96254141,0.714753647,34.29122825
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,47.87073411,32.36857479,3.878587394,41.29685717
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,City,1,34.96106507,28.76783494,2.391341225,28.12866157
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Highway,1.1,68.12068244,33.45111304,4.224595218,57.0033266
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,70.02305253,25.73768753,2.964550397,63.43516276
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Aggressive,1.25,93.00755654,21.93680038,2.850415849,86.22085214
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Eco,0.85,23.05185468,13.87240294,0.887249247,17.92324631
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Highway,1.1,79.11877905,3.41964796,0.435371847,78.56767544
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,City,1,57.69769092,31.42953607,3.291050897,50.38424448
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Aggressive,1.25,72.24109565,29.07565187,5.290329672,65.8332351
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,92.43972249,16.87558558,1.571111472,89.58315618
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Highway,1.1,52.48055668,2.807229596,0.284080272,51.6571356
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,44.26643987,30.25837157,3.625730799,38.12113343
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,City,1,88.40279781,13.27589663,1.446176104,85.95165187
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,51.1798929,13.35998959,1.229069879,47.61737151
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,City,1,38.41886066,30.35647999,3.3140262,31.83033938
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,49.26875486,16.67810485,1.654573894,42.65045929
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,21.05247069,20.17120459,1.855676595,15.67369795
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Eco,0.85,40.24595323,36.44787568,3.374803303,34.52594763
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Highway,1.1,66.18045733,29.32457347,2.978488533,56.25216222
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Aggressive,1.25,29.69753234,27.25263631,4.012461177,22.11253957
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Aggressive,1.25,64.19911607,22.50598832,2.588085133,58.44781578
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Aggressive,1.25,54.65339566,27.72319975,2.607524431,39.5810001
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Eco,0.85,17.29105123,32.19960466,3.277804067,13.14193216
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Aggressive,1.25,41.83968831,28.36956478,4.104393053,36.64425407
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Eco,0.85,12.88564252,21.40873616,2.195105638,9.958834999
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,City,1,75.78750442,37.09271934,3.027977089,63.17093322
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Eco,0.85,42.49365249,16.86577814,1.078699129,36.25839741
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,16.74020955,2.461264223,0.22914289,16.32358612
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,61.33113308,31.6758131,2.949007791,55.96930074
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Highway,1.1,91.0847868,7.897001444,0.689420761,88.32710375
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Highway,1.1,33.7532876,5.28408328,0.437358285,31.22520503
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Eco,0.85,94.42436715,17.92077972,1.66295445,91.11829468
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,City,1,31.47911327,19.51484885,1.622181949,26.8443077
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,City,1,66.89123765,13.05198319,1.382625338,64.54780487
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Aggressive,1.25,15.78874859,32.8940092,4.488811299,6.864670465
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Eco,0.85,96.09633505,25.13733938,2.955288862,88.5956019
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Highway,1.1,19.91060687,16.18909614,2.061111777,17.30160463
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Highway,1.1,94.70537432,14.49152373,1.84498566,92.36994943
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Eco,0.85,35.2623604,28.21414554,1.957716221,27.10520948
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Highway,1.1,97.91517253,13.86312098,1.585180154,94.14093407
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Aggressive,1.25,67.42700523,11.70679123,1.594061986,64.72520525
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Highway,1.1,46.33714655,3.343172329,0.40147266,45.53899017
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,99.62727529,7.840367791,0.777814265,96.51601823
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Aggressive,1.25,85.11499872,34.81603193,4.740745088,77.07983755
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,75.06318862,38.68724292,3.332234533,57.70780043
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,43.84881104,31.18913822,2.283442505,31.95588133
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,81.54847846,7.557195328,0.780057321,78.54825799
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,City,1,51.95571154,20.82823237,2.268870629,48.1101681
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,62.75095839,19.22305627,1.907049233,55.12276146
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Highway,1.1,67.51630577,17.01967301,2.205140202,63.34779877
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,84.93049971,30.9418932,3.097833831,79.07448113
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,12.06162667,18.00703812,1.318344738,5.195247826
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Aggressive,1.25,56.69078889,6.779674714,0.779631407,54.95827465
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,79.29646771,12.01548699,1.451145772,77.06393575
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Eco,0.85,48.71811735,28.64433977,2.530944782,42.69205834
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Highway,1.1,53.8316894,11.14781128,1.019334365,50.9193055
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,69.18947814,8.687808827,0.868780883,67.12095222
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,City,1,18.73524603,17.93033642,1.899400044,15.51592392
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,30.02453814,37.12823906,4.473281814,21.89129847
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Highway,1.1,80.73464472,15.45797909,1.856307533,77.04417249
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Aggressive,1.25,64.39329332,21.66461892,2.037680485,52.6147934
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Aggressive,1.25,24.4542223,9.906097937,1.421655846,20.71302271
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,70.4727912,14.78842465,1.626726711,66.59963237
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,City,1,82.23178852,13.51225877,1.563918839,80.25214442
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,40.65252718,7.155987774,0.862167202,39.08495045
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,14.12599548,27.50357303,3.295635112,8.540173259
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,70.96760987,16.55797627,1.657747919,67.83387089
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Aggressive,1.25,47.47097288,9.792408,1.224051,44.55656574
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Aggressive,1.25,84.8438795,18.60301957,2.139261681,80.08996466
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,City,1,47.05637542,10.1098076,0.922427701,43.89737645
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,11.56570252,33.59892974,2.373989217,4.782876188
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,City,1,60.68159112,20.19270547,2.211687346,56.6603414
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,City,1,62.12998886,18.74134028,2.244471889,59.28888521
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,11.88556565,19.0925206,1.644489285,3.320517292
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Eco,0.85,98.18954263,25.42311445,2.606712579,94.71392585
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Eco,0.85,25.32958338,21.48084172,1.988966826,21.95845317
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Aggressive,1.25,28.83019769,2.354102338,0.320547704,28.28689649
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,46.67909702,17.52864335,2.116985912,43.42219562
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,62.94619767,17.57140403,2.0475153,59.47583275
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Aggressive,1.25,19.39612276,34.56635102,3.527178675,4.699544949
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,15.26172299,17.63000538,2.054343847,11.77978427
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,79.93386945,25.87890275,3.100957846,74.6780087
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Aggressive,1.25,71.84186359,11.65911705,1.457389631,68.37188828
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,94.1686827,35.10876911,4.043941992,85.18214494
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Eco,0.85,27.46286663,12.50318581,1.281991307,25.75354489
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Aggressive,1.25,15.84851162,7.75032629,1.112274152,12.92147438
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,78.29087294,18.21691483,2.420121536,74.56760904
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,45.81310644,29.61839839,3.258023823,38.05590686
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Aggressive,1.25,19.44557075,2.364185646,0.254541952,18.11983142
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Eco,0.85,27.03939571,29.57903262,3.032832054,22.99561964
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,City,1,26.99958205,24.83303232,2.71102973,21.60986091
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,City,1,91.34943687,5.475252144,0.633709739,90.54727264
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Eco,0.85,56.38147201,38.58249067,3.580252955,49.2636729
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,92.48649832,21.88647146,2.907623021,88.01323214
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Highway,1.1,12.9044892,8.897837998,0.903750859,9.891986343
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Highway,1.1,95.465101,25.05450091,2.544778486,86.98250604
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Aggressive,1.25,36.55429122,22.57529714,2.303601749,26.95595061
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,City,1,43.17074551,30.62979977,4.458486138,37.77044738
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Eco,0.85,55.81990614,30.73870852,1.96598211,44.4558477
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,30.11675533,37.16050294,4.936781791,22.52170642
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Aggressive,1.25,11.77147641,19.28921899,2.554186837,7.442346174
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Eco,0.85,69.02668158,28.55028372,2.541124729,63.37973773
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Highway,1.1,38.85795277,4.597078506,0.605603156,38.09136649
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,Eco,0.85,60.73941896,14.20154261,1.101397009,56.96751139
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,City,1,62.92131769,38.92739703,4.661963717,57.0200978
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,City,1,97.7627571,21.16021368,1.592190646,88.55934297
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Aggressive,1.25,16.56764908,21.28975267,2.212152189,10.24721426
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,95.58133788,22.78558125,3.939415845,85.58282051
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Aggressive,1.25,23.95141307,3.619673481,0.546448291,23.11072339
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Highway,1.1,37.08987419,23.26405555,2.961858924,33.34068568
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,97.76749059,32.72837476,2.396134242,85.28762475
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Aggressive,1.25,73.68143715,35.45911821,4.838853468,64.06145014
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,77.13496401,25.07995406,2.922452274,72.18165507
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Highway,1.1,18.47503994,23.02186261,2.181227293,7.114481122
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,City,1,57.22734611,39.24851386,3.114961418,44.76750044
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Eco,0.85,12.51779616,36.56381102,4.523906749,7.03825795
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,30.77025368,30.61673244,2.148986174,22.50492224
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,53.53218682,17.64853671,1.520115134,45.6149205
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,30.51790785,28.78501638,2.10743014,19.5417092
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,18.1717969,7.994038164,1.382095118,14.66394127
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Highway,1.1,38.67457424,23.71075944,3.607446111,29.51861965
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,City,1,57.76096671,31.73919182,4.389929712,46.61901312
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Aggressive,1.25,77.35934243,3.16732853,0.365573468,76.1407642
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,32.482451,23.83513755,2.140298066,23.56454239
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,44.54446318,13.86504303,1.386504303,41.24326246
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,City,1,62.28505158,17.15550114,1.400449073,56.44984711
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,92.36902188,39.44445414,4.763822963,85.04006348
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,50.250007,16.96601811,1.683136717,43.51746013
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,City,1,57.695812,24.28937029,2.21618342,50.10614275
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Highway,1.1,68.77885937,16.97207999,1.717505795,63.8005817
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,City,1,17.3857499,16.65338408,1.961529339,13.67775493
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,38.57005929,17.4486892,1.919355812,34.0001645
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,92.00419945,15.87201336,2.744124024,85.03941766
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Eco,0.85,56.87672799,15.19171422,1.786024493,52.3436709
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Aggressive,1.25,91.7818867,15.21394429,2.076138685,87.6543744
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Aggressive,1.25,27.42830288,12.14303136,1.78784325,24.048637
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Aggressive,1.25,55.09916884,15.02942643,2.156921129,49.42306061
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,43.87207846,30.92305748,4.662704686,37.65513888
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,27.53703268,27.93183873,1.973571315,21.89825749
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Aggressive,1.25,46.2403902,29.86387939,5.43374807,39.6588155
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,86.9158943,38.69070446,2.733757173,79.10515952
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Aggressive,1.25,59.5797429,9.436992689,1.235208467,56.83483519
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Aggressive,1.25,73.24566992,35.15998423,3.785528018,53.52937816
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Highway,1.1,13.73009158,39.86790052,6.065655681,0
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Highway,1.1,28.80662782,3.165632739,0.320349219,28.09474066
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Aggressive,1.25,15.32126627,38.18052436,3.967219905,3.986352257
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Aggressive,1.25,43.54133948,3.004545272,0.375568159,42.64712957
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Eco,0.85,91.55436311,7.57217518,0.64363489,90.02189908
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,32.54209913,28.01266663,1.966206989,24.97976456
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,50.8870534,2.574394966,0.173669502,50.19237539
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,65.56513452,27.38974765,2.519755994,58.26149396
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,95.24770418,24.54168938,2.940725307,90.263424
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Eco,0.85,50.86170682,33.8594389,2.647702214,44.97792412
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Eco,0.85,87.54061613,22.59825807,1.77363983,81.62848337
